sample_id,predicted_topic,gold_label,normalized_text
1075,climate_agriculture_energy,climate_agriculture_energy,"Motie van de leden Van Haersma Buma en Pechtold over halfjaarlijks rapporteren van de stand van zaken van het door de EU af te spreken klimaatdoel voor 2030 gehoord de beraadslaging, constaterende dat Nederland ambitieuze doelstellingen nastreeft voor de besparing van CO2 in 2030; overwegende dat Nederland in Europa pleit voor een emissiereductie van 55% en anders streeft naar een kopgroep met gelijkgestemden zodat onze maatregelen effectief zijn en concurrentienadelen worden voorkomen; verzoekt het kabinet, per half jaar aan de Kamer te rapporteren wat de stand van zaken is met betrekking tot het door de EU af te spreken klimaatdoel voor 2030; verzoekt het kabinet voorts, halfjaarlijks te rapporteren welke gelijkgestemde Noordwest-Europese landen wel of niet bereid zijn in een kopgroep de Nederlandse CO2-reductieambitie te volgen; verzoekt de regering vervolgens, de eerste rapportage uiterlijk voor de begrotingsbehandeling EZK aan de Kamer te overleggen,"
1076,not_relevant,not_relevant,"Motie van de leden Bikker en Hammelburg over een concreet voorstel voor een gefaseerd donatiebeleid aan COVAX gehoord de beraadslaging, overwegende dat het risico op nieuwe coronavarianten toeneemt door de lage vaccinatiegraad in lage-inkomenslanden; overwegende dat de regering reeds heeft uitgesproken het overschot aan vaccins voornamelijk te willen gebruiken voor donatie, maar dit nog niet in de vaccinatieplanning heeft opgenomen; verzoekt de regering, het RIVM op korte termijn advies te vragen over welk deel van het overschot aan vaccins noodzakelijk als reserve aangehouden moet worden, en op basis daarvan een concreet voorstel te doen voor een gefaseerd donatiebeleid aan COVAX, waaruit blijkt hoeveel doses op welk moment gedoneerd kunnen worden,"
1077,not_relevant,not_relevant,"Motie van de leden Leijten en Keijzer over geen kortingstarget voor wijkverpleegkundigen bij herindicatie gehoord de beraadslaging, constaterende dat er een kortingstarget van 20% wordt opgelegd door zorgverzekeraars en dat deze door het management van zorgorganisaties rigide wordt doorvertaald richting wijkverpleegkundigen; constaterende dat de wijkverpleegkundige haar werk niet goed kan doen als men zich blijft richten op het beperken van financiële risico’s in plaats van op het verlenen van de beste zorg; verzoekt de regering, ervoor zorg te dragen dat de wijkverpleegkundigen bij een indicatie of herindicatie geen kortingstarget ervaren, dan wel hebben, dan wel moeten toepassen,"
1078,not_relevant,not_relevant,"Motie van het lid Agema over een bestuurderstoets voorafgaand aan een fusie gehoord de beraadslaging, constaterende dat er voor bestuurders in de zorg een bestuurderstoets komt; overwegende dat goed bestuur een van de voorwaarden moet zijn voor een fusie; verzoekt de regering, voorafgaand aan een fusie de bestuurders een bestuurderstoets af te nemen en de fusie te blokkeren indien de bestuurders zakken voor die toets,"
1079,not_relevant,not_relevant,"Motie van het lid Krol over een bovengrens aan de grootte van een gemeente gehoord de beraadslaging, overwegende dat meerdere wetenschappelijke onderzoeken aantonen dat in grotere gemeenten de afstand tot het bestuur als groter wordt ervaren door de inwoners; verzoekt de regering, een visie te geven op een eventuele bovengrens aan de grootte van een gemeente, alsmede een visie op nut en noodzaak van gemeentelijke splitsingen,"
1080,not_relevant,not_relevant,"Motie van de leden Van Beukering-Huijbregts en Smals over beleidsmaatregelen om in deeltijd werkende moeders met oudere kinderen te stimuleren om meer te gaan werken gehoord de beraadslaging, overwegende dat er nog steeds grote arbeidstekorten bestaan; constaterende dat het huidige beleid om de arbeidsparticipatie van vrouwen te verhogen zich vooral richt op jonge moeders; overwegende dat het SCP-rapport «Eens deeltijd, altijd deeltijd» adviseert om meer te doen voor de groep in deeltijd werkende moeders met oudere kinderen om hen te stimuleren meer te gaan werken; verzoekt de regering om met een breed pakket aan beleidsmaatregelen te komen, om deze groep tot meer werken te stimuleren en om hierbij expliciet te kijken naar mogelijkheden voor facilitering van her- en bijscholing alsook het inzetten van de meerurenbonus als terugkeerbonus,"
1081,not_relevant,not_relevant,"Motie van het lid Leijten over het fictief rendement op spaargeld in box 3 gehoord de beraadslaging, constaterende dat de belasting op een fictief rendement over spaargeld in box 3 niet aansluit bij de werkelijkheid en ook door de Hoge Raad als onrechtmatig is beoordeeld; constaterende dat kleine spaarders hierdoor vermogen verliezen, waaronder zelfstandigen die gespaard hebben voor hun pensioen of mensen die een eenmalige uitkering hebben gekregen vanwege arbeidsongeschiktheid of letselschade; constaterende dat de aangenomen motie-Bashir c.s. (34 302, 97) al in 2015 opriep tot het oplossen van dit probleem; verzoekt de regering, met ingang van 2020 een oplossing te bieden voor dit probleem, desnoods via het aanpassen van de tarieven, en dit uit te werken in het Belastingplan 2020,"
1082,not_relevant,not_relevant,"Motie van de leden Leijten en Van Raan over een netwerkscan voor de bestuurlijke en politieke top van het ministerie van EZK gehoord de beraadslaging, constaterende dat het Ministerie van Economische Zaken en Klimaat veel overlegt met het bedrijfsleven en er onlangs topambtenaren vertrokken naar invloedrijke posities in het bedrijfsleven; van mening dat de integriteit van het openbaar bestuur een groot goed is, en het Ministerie van Economische Zaken en Klimaat over de toekenning van miljarden gaat, en de onafhankelijkheid hiervan wordt geschaad als er ook maar de zweem of schijn van netwerkcorruptie is; constaterende dat het Ministerie van Binnenlandse Zaken en Koninkrijksrelaties een netwerkscan laat uitvoeren voor de bestuurlijke en politieke top van het ministerie; verzoekt de regering om een netwerkscan uit te voeren voor de bestuurlijke en politieke top van het Ministerie van Economische Zaken en Klimaat,"
1083,not_relevant,not_relevant,"Motie van de leden Rog en Van Meenen over een visie op de toekomst van de onderbouw in het voortgezet onderwijs gehoord de beraadslaging, overwegende dat de Onderwijsraad in zijn rapporten «Vroeg of laat» (2010) en «Overgangen in het onderwijs» (2014) nadrukkelijk aandacht vraagt voor de nadelige gevolgen van een vroege selectie voor sommige leerlingen; constaterende dat de Onderwijsraad in deze adviezen concrete aanbevelingen doet met betrekking tot een meer divers aanbod in de brugperiode, zoals een gemengde brugklas, een verlengde brugklas en kop- en voetklassen; verzoekt de regering, een visie te ontwikkelen op de toekomst van de onderbouw in het voortgezet onderwijs en daarbij te reageren op de concrete adviezen van de Onderwijsraad en de Kamer daar uiterlijk in het najaar van 2015 over te informeren,"
1084,not_relevant,not_relevant,"Motie van het lid Van Houwelingen over zich uitspreken tegen de vorming van een Europees leger gehoord de beraadslaging, constaterende dat er steeds meer stemmen opgaan voor een Europees leger; verzoekt de regering om zich op de Europese top van 16 en 17 december uit te spreken tegen de vorming van een Europees leger,"
1085,climate_agriculture_energy,climate_agriculture_energy,"Motie Van Veldhoven over afspraken over CO2-beperking buiten de emissiehandel gehoord de beraadslaging, constaterende, dat de Richtlijn emissiehandel de mogelijkheid opent vanaf 2013 voor het realiseren van CO2-besparing via projecten buiten de emissiehandel maar dat daarvoor nog geen uitvoeringsregels bestaan; van mening, dat het omwille van het handhaven van een gelijk speelveld van belang is om in te zetten op een goede borging van de additionaliteit van dergelijke projecten, via bijvoorbeeld onafhankelijke monitoring, een , 2011–2012, 32 667, 18 1 veiligheidsmarge of een plafond aan het percentage te vergoeden emissiebeperkingen; verzoekt de regering voor 2013 in te zetten op het maken van afspraken in EU-verband over welke uitvoeringsregels goede kaders zouden bieden voor CO2-beperking via projecten in sectoren buiten de emissiehandel, en hier zo mogelijk samen met de andere Noordwest-Europese landen in op te trekken,"
1086,not_relevant,not_relevant,"Motie van het lid Omtzigt over een parlementair voorbehoud plaatsen gehoord de beraadslaging, constaterende dat de regering voor het eind van deze maand onderzoek naar de beoogde effecten, de neveneffecten en de uitvoerbaarheid van de Wet beloningsbeleid financiële ondernemingen (Wbfo) van 2015 naar de Kamer zal sturen en de uitkomsten daarvan zal betrekken bij de standpuntbepaling; van mening dat er grote zorgvuldigheid moet worden betracht op twee voorstellen over prudentieel toezicht; besluit een parlementair behandelvoorbehoud te plaatsen op: • de Verordening van het Europees parlement en de Raad betreffende prudentiële vereisten voor beleggingsondernemingen en tot wijziging van Verordeningen (EU) 575/2013, (EU) 600/2014 en (EU) 1093/2010; • de Richtlijn van het Europees parlement en de Raad betreffende het prudentieel toezicht op beleggingsondernemingen en tot wijziging van Richtlijnen 2013/36/EU en 2014/65/EU,"
1087,not_relevant,climate_agriculture_energy,"Motie van het lid Kamminga over bij de CSDDD-implementatie geen aanvullende nationale regels en restricties inbouwen gehoord de beraadslaging, constaterende dat de Corporate Sustainability Due Diligence Directive (CSDDD) onlangs is aangenomen in de EU; overwegende dat het kabinet nu moet overgaan tot implementatie van deze richtlijn en dat het gelijke speelveld met omringende landen van groot belang is; overwegende dat een goede implementatie veel (administratieve) lastendruk voor het mkb kan besparen; verzoekt de regering om bij de implementatie van de CSDDD geen aanvullende nationale regels en restricties in te bouwen en nadrukkelijk rekening te houden met lastendruk voor het Nederlandse bedrijfsleven en het gelijke speelveld met andere EU-landen,"
1088,not_relevant,not_relevant,"Motie van het lid Van den Hul over verlenging van de aanvullende beurs voor studenten met studievertraging vanwege de coronacrisis gehoord de beraadslaging, constaterende dat de coronacrisis voor sommige studenten resulteert in een studievertraging; overwegende dat dit relatief grote financiële consequenties heeft voor studenten die recht hebben op de aanvullende beurs; verzoekt de regering, de aanvullende beurs te verlengen voor die studenten die wegens de coronacrisis studievertraging oplopen gedurende de duur van hun vertraging,"
1089,not_relevant,not_relevant,"Motie van het lid Van Weyenberg over openstellen van de brug-WW voor sectoren zonder sectorplan gehoord de beraadslaging, constaterende dat het kabinet de brug-WW invoert, waarmee scholing en integrale mobiliteit worden gestimuleerd; constaterende dat de brug-WW alleen beschikbaar is voor sectoren met een sectorplan en nog nauwelijks wordt benut omdat er op dit moment slechts zeven aanvragen zijn in de derde tranche van de sectorplannen; overwegende dat de brug-WW ook een nuttig instrument is voor sectoren en werkgevers zonder sectorplan; verzoekt de regering, in het najaar met een voorstel te komen om de brug-WW ook open te stellen voor sectoren en werkgevers zonder sectorplan,"
1090,climate_agriculture_energy,climate_agriculture_energy,"Motie van de leden Geurts en Lodders over het voorkomen of oplossen van een puinoverschot als gevolg van de sloop van agrarische gebouwen gehoord de beraadslaging, constaterende dat sloopbedrijven waarschuwen voor een overschot aan puin als gevolg van boeren die deelnemen aan een saneringsregeling; constaterende dat eerder een motie-Geurts/Ziengs (34 775- I, 29) is ingediend, waarin de regering gevraagd is te inventariseren of er voldoende mogelijkheden zijn om puin van leegstaande agrarische gebouwen in te zetten voor funderingsmateriaal in bouwprojecten, terreinverharding of bij aanleg van wegen; verzoekt de regering, om te onderzoeken welke manieren er zijn om een puinoverschot als gevolg van de sloop van agrarische gebouwen te voorkomen of op te lossen,"
1091,not_relevant,not_relevant,"Motie Bosma over het toepassen van de Balkenende-norm gehoord de beraadslaging, constaterende, dat sommige chef-dirigenten van gesubsidieerde orkesten per maand meer verdienen dan de minister-president in een jaar; constaterende, dat de minister van OCW voortvarende stappen neemt, de Balkenende-norm in te voeren bij de publieke omroep; overwegende, dat de Balkenende-norm ook moet gelden voor de wereld van de subsidiekunst; verzoekt de regering de Balkenende-norm toe te passen op iedereen die werkzaam is voor instellingen die subsidie ontvangen uit de kunstbegroting van OCW,"
1092,not_relevant,not_relevant,"Motie van de leden Teeven en Vuijk over het verbreden van de mandaten van VN-missies gehoord de beraadslaging, constaterende dat honderdduizenden vluchtelingen en migranten richting Europa en Nederland komen via migratie- en smokkelroutes die door Afrika en het Midden-Oosten lopen; constaterende dat een aantal van die routes door landen lopen waar reeds VN-missies actief zijn; constaterende dat migranten en vluchtelingen het Schengengebied weten te bereiken en vervolgens ook de Nederlandse grens zonder veel moeite kunnen passeren; overwegende dat de laatste kilometers richting het Europese vasteland en het Schengengebied slechts het klein staartje vormen van lange migratieen smokkelroutes; overwegende dat Nederlandse militaire (inlichtingen)eenheden een waardevolle bijdrage kunnen leveren aan het in kaart brengen, en waar nodig bestrijden, van mensensmokkel en aan het bewaken van zowel de Europese als de Nederlandse grenzen; verzoekt de regering, zich in te spannen voor het verbreden van de mandaten van VN-missies, zodat het in kaart brengen en het bestrijden van mensensmokkel door militaire eenheden daarvan standaard deel gaat uitmaken in relevante landen en de informatie daarover met die landen en onderling maximaal te delen; verzoekt de regering tevens, de Nederlandse militaire capaciteiten voor zowel het in kaart brengen en het bestrijden van mensensmokkel in VN-missies, als het bewaken van de buitengrenzen van Europa en de Nederlandse grenzen waar nodig te versterken en in te zetten, -34300-X-45 0921 - 7371 2015 , 2015–2016, 34 300 X, 45 1"
1093,not_relevant,climate_agriculture_energy,"Motie van het lid Dijkgraaf c.s. over de voorgestelde afschaffing van de btw-landbouwregeling heroverwegen gehoord de beraadslaging, constaterende dat in de begroting Economische Zaken voor 2017 afschaffing van de btw-landbouwregeling per 2018 wordt aangekondigd, zonder enige vorm van terugsluis, en hieraan in het Belastingplan echter geen woord wordt gewijd; overwegende dat een grote groep kleine boeren opgezadeld dreigt te worden met een btw-boekhouding; verzoekt de regering, de voorgestelde afschaffing van de btw-landbouwregeling te heroverwegen,"
1094,not_relevant,not_relevant,"Motie van de leden Van der Plas en Goudzwaard over de rol van een adviesteam vastleggen in wetgeving over beleid en bevoegdheden met betrekking tot rampen en crises gehoord de beraadslaging, constaterende dat er groot draagvlak is voor brede advisering over maatschappelijke, economische en psychosociale effecten in het geval van een langdurige crisissituatie; overwegende dat het kabinet een beroep moet kunnen doen op een team waarvan de samenstelling afhankelijk is van de specifieke vraagstukken in deze situatie om over genoemde effecten te adviseren; overwegende dat een wettelijke grondslag aan te bevelen is om dit adviesteam een doordachte rol en stevige positie te geven; roept het kabinet op om, indien wetgeving over beleid en bevoegdheden met betrekking tot rampen en crises aan de Kamer wordt voorgelegd, hierin de rol van dit adviesteam vast te leggen,"
1095,not_relevant,not_relevant,"Motie van het lid Kwint over het collegegeld volledig compenseren gehoord de beraadslaging, constaterende dat alle studenten in het jaar 2020/2021 de nadelen van de coronapandemie hebben gemerkt in de vorm van afstandsonderwijs, waardoor de kwaliteit van het onderwijs daalde, studenten vereenzaamden en mentale problemen op de loer lagen; verzoekt het kabinet, om het collegegeld volledig te compenseren, ook voor studenten die een wo-bachelordiploma hebben behaald en studenten die hun studie om wat voor reden dan ook niet hebben kunnen afmaken, en dit niet ten koste te laten gaan van onderwijsinstellingen of de OCW-begroting,"
1096,not_relevant,not_relevant,"Motie van de leden Smaling en Rog over een inventarisatie van succesbepalende factoren gehoord de beraadslaging, constaterende dat pesten een hardnekkig probleem vormt in het funderend onderwijs in Nederland; constaterende dat de regering wetgeving en generieke maatregelen overweegt waarmee scholen worden verplicht pesten tegen te gaan; overwegende dat de -Dijsselbloem benadrukt dat de wetgever de normerende kaders stelt, maar dat het onderwijsveld zo veel mogelijk over precieze invulling en uitvoering zou moeten gaan; verzoekt de regering, een inventarisatie te maken van factoren die succesbepalend zijn in het voorkomen en bestrijden van pesten, op basis van wat scholen reeds doen; verzoekt de regering voorts, uit deze inventarisatie een selectie van best practices samen te stellen, gericht op het voorkomen en bestrijden van pesten, waarbij scholen de vrijheid behouden hun eigen pestaanpak te kiezen,"
1097,not_relevant,not_relevant,"Motie van de leden Beckerman en Bushoff over niet langer doorprocederen tegen gedupeerden die een rechtszaak tegen de Staat hebben gewonnen gehoord de beraadslaging, overwegende dat vorig jaar is beloofd om geen hoger beroep meer in te stellen tegen gedupeerden die een rechtszaak tegen de Staat hebben gewonnen; constaterende dat er nu opnieuw hoger beroep is ingesteld door het IMG; verzoekt de regering te zorgen dat er niet langer wordt doorgeprocedeerd tegen gedupeerden,"
1098,not_relevant,not_relevant,"Motie van het lid Van Eijs over een gelijk speelveld voor woningcorporaties en marktpartijen gehoord de beraadslaging, constaterende dat in de Wet maatregelen middenhuur een rendementseis op projectbasis van 0% is opgenomen voor woningcorporaties; constaterende dat uit cijfers van het CBS blijkt dat de afgelopen twee jaar 71% van de huurwoningen is gebouwd door marktpartijen; overwegende dat het van belang is dat zowel woningcorporaties als marktpartijen hun bijdrage kunnen leveren aan het vergroten van het aanbod in het middensegment; verzoekt de regering, om te borgen dat woningcorporaties en marktpartijen op een gelijk speelveld opereren om middenhuur te realiseren,"
1099,climate_agriculture_energy,climate_agriculture_energy,"Motie van het lid Van Gerven over onafhankelijke controle gehoord de beraadslaging, overwegende dat het Kennisinstituut Duurzaam Verpakken controlerende en monitorende taken uitoefent die grote consequenties hebben voor het slagen van het afvalbeleid, maar een privaat gefinancierd orgaan is dat voor 100% gefinancierd wordt door de verpakkende industrie waarop het moet toezien en die het moet monitoren; van mening dat elke schijn van belangenverstrengeling voorkomen moet worden en de bescherming van natuur, milieu en volksgezondheid altijd voorop moet staan; verzoekt de regering, een einde te maken aan de huidige opzet waarin het Kennisinstituut zijn controlerende taken uitvoert en deze taken terug te nemen en onafhankelijk te organiseren,"
1100,climate_agriculture_energy,not_relevant,"Motie Azough c.s. over collectieve schadevergoedingsmogelijkheden gehoord de beraadslaging, overwegende, dat het ondanks het bestaan van de Wet collectieve afhandeling massaschade thans ontbreekt aan collectieve schadevergoedingsmogelijkheden voor grote groepen consumenten die slachtoffer zijn geworden van dezelfde ongeoorloofde praktijken door bedrijven; overwegende, dat inmiddels op Europees niveau ideeën worden ontwikkeld om consumentenorganisaties en consumentengroepen in staat te stellen, gezamenlijke schadevergoedingsacties te ondernemen voor de leden van dat collectief; verzoekt de regering om te onderzoeken hoe groepen consumenten met dezelfde ervaringen collectieve schadevergoedingsacties onder huidig recht kunnen ondernemen en hoe deze schadevergoedingsmogelijkheden te verbeteren zijn en de Kamer hierover te informeren,"
1101,not_relevant,not_relevant,"Motie van de leden Van der Lee en Inge van Dijk over bij inzet van de meevallerformule 50% naar lastenverlichting voor burgers en 50% naar investeringen laten gaan gehoord de beraadslaging, overwegende dat het kabinet een meevallerformule hanteert wanneer het feitelijke EMU-saldo langjarig beter is dan een saldo van -1,5% bbp; constaterende dat het feitelijke EMU-saldo de afgelopen drie begrotingsjaren beter was dan -1,5% bbp; verzoekt de regering om de meevallerformule voor komend begrotingsjaar te hanteren wanneer aannemelijk wordt dat het EMU-saldo voor het lopende jaar beter is dan -1,5% bbp; verzoekt de regering voorts de meevallerformule dusdanig in te zetten dat 50% naar lastenverlichting voor burgers gaat en 50% naar investeringen die productiviteitsverhogend zijn,"
1102,not_relevant,not_relevant,"Motie-Langkamp over verplicht opvolgen van het handhavingsadvies van de ggd gehoord de beraadslaging, overwegende, dat begin 2010 nog 165 gemeenten onvoldoende scoorden op handhaven van de kwaliteit kinderopvang; overwegende, dat een kwart van de gemeenten het handhavingsadvies van de ggd niet opvolgt; verzoekt de regering gemeenten te verplichten het handhavingsadvies van de ggd op te volgen,"
1103,climate_agriculture_energy,not_relevant,"Motie van het lid Remco Dijkstra over publicatie van de actuele rampenbestrijdingsplannen gehoord de beraadslaging, constaterende dat nieuwe rampenbestrijdingsplannen nog niet voor iedereen beschikbaar zijn; van mening dat toegang tot rampenbestrijdingsplannen kan bijdragen aan het wegnemen van zorgen; verzoekt de regering, publicatie van de actuele rampbestrijdingsplannen te realiseren,"
1104,climate_agriculture_energy,climate_agriculture_energy,"Motie van het lid Kröger over een register van gebruikte en geloosde stoffen gehoord de beraadslaging, overwegende dat drinkwaterbedrijven te vaak stoffen aantreffen bij hun innamepunt waarvan niet helder is wat voor soort stof het is, welke eigenschappen de stof heeft en wat de bron is, en dat drinkwaterbedrijven dan noodgedwongen hun inname stoppen totdat deze vragen opgehelderd zijn; verzoekt de regering, in samenspraak met drinkwaterbedrijven, chemiebedrijven, bevoegd gezag en toezichthouders te komen tot een register waarin chemiebedrijven verplicht rapporteren welke stoffen ze in welke hoeveelheden en combinaties gebruiken en lozen, en dat toegankelijk is voor drinkwaterbedrijven, toezichthouders en bevoegd gezag,"
1105,not_relevant,not_relevant,"Motie Van der Veen c.s. over de eerste opzet onderzoeksvragen gehoord de beraadslaging, overwegende, dat in 2011 de tweede evaluatie van het risicovereveningssysteem zal moeten plaatsvinden; van mening, dat de Kamer invloed moet kunnen uitoefenen op de onderzoeksvragen die door de evaluatiecommissie zullen worden onderzocht; van mening, dat in ieder geval de vragen onderzocht moeten worden zoals die in de motie-Omtzigt/Van der Veen (29689, 171) zijn verwoord; van mening, dat experts zitting moeten hebben in de evaluatiecommissie en de opvattingen van de experts rechtstreeks toegankelijk moeten zijn voor de Kamer; verzoekt de regering voor 1 juni 2011 ter instemming de eerste opzet van de onderzoeksvragen en de samenstelling van de evaluatiecommissie naar de Kamer te sturen,"
1106,not_relevant,not_relevant,"Motie van het lid Asscher c.s. over alle middelen inzetten voor voldoende lysisbuffer gehoord de beraadslaging, overwegende dat meer testen volgens het RIVM tot een efficiëntere aanpak leidt van het voorkomen van verspreiding van het Covid-19 virus; overwegende dat onvoldoende lysisbuffer beschikbaar is in laboratoria en fabrikant Roche het recept niet beschikbaar wil stellen; verzoekt de regering, alle middelen, waaronder indien nodig een dwanglicentie, in te zetten met een beroep op het beschermen van de volksgezondheid, en de Kamer per omgaande te berichten op welke wijze dit wordt vormgegeven,"
1107,climate_agriculture_energy,climate_agriculture_energy,"Motie van het lid Klever over schrappen van het belang van duurzaamheid uit de beleidsregels van de ACM gehoord de beraadslaging, constaterende dat in de beleidsregels de ACM verzocht wordt alle besluiten te toetsen op het publieke belang van duurzaamheid; overwegende dat dit een politiek belang is in plaats van een publiek belang en derhalve geen taak van een onafhankelijke toezichthouder; verzoekt de regering om, het belang van duurzaamheid uit de beleidsregels van de ACM te schrappen,"
1108,not_relevant,not_relevant,"Motie van de leden Van den Berg en Bushoff over de NZa in de monitor specifiek laten kijken naar de Gower distance gehoord de beraadslaging, constaterende dat er nog steeds een groot aantal «tweelingpolissen» bestaat die zorgen voor onduidelijkheid en verwarring bij verzekerden; van mening dat naast nieuwe ook bestaande verzekerden actief geïnformeerd moeten worden over een nagenoeg gelijke polis; overwegende dat de aangepaste wijziging van de informatieverstrekking ziektekostenverzekeraars aan consumenten per 1 november in werking treedt; van mening dat het toevoegen van de «Gower distance» aan deze een meerwaarde kan hebben; verzoekt de Zorgautoriteit in de monitor specifiek naar de «Gower distance» te kijken en verzoekt de Minister de in mei 2024 over de uitkomsten hiervan te informeren,"
1109,not_relevant,not_relevant,"Motie van het lid Keijzer over maatregelen voor de aanpak van knelpunten rondom zorgvastgoed gehoord de beraadslaging, overwegende dat zorginstellingen door wijzigend beleid geraakt worden in de waarde van het vastgoed; overwegende dat geen beeld bestaat van de noodzakelijke en gewenste aard en omvang van zorgvastgoed voor de doelgroepen die thans uit de zorginstellingen uitstromen; verzoekt de regering, hervormingen in de zorg gepaard te laten gaan met hervormingen in de vastgoedposities van zorginstellingen en verzoekt tevens dat in beeld te brengen; verzoekt de regering tevens, met spoed concrete maatregelen voor te stellen op basis van het rapport van ActiZ Transitieagenda zodat knelpunten rondom zorgvastgoed voortvarend worden aangepakt en de Kamer daarover te informeren,"
1110,not_relevant,not_relevant,"Motie Madlener over het verlaten van de Europese Unie en de eurozone gehoord de beraadslaging, stelt vast dat.Nederland de Europese Unie en de Eurozone dient te verlaten,"
1111,not_relevant,not_relevant,"Motie van het lid Özütok over extra middelen voor gemeenten die tekorten hebben in het sociaal domein gehoord de beraadslaging, overwegende dat diverse gemeenten onvoldoende geld hebben om de taken uit het sociaal domein uit te voeren; overwegende dat kleine gemeenten nauwelijks aanspraak kunnen maken op het Fonds tekortgemeenten; verzoekt de regering, ervoor te zorgen dat alle gemeenten die tekorten hebben in het sociaal domein aanspraak kunnen maken op extra middelen,"
1112,not_relevant,not_relevant,"Motie van de leden Slootweg en Helder over de uitzonderingsgrond in artikel 184 van de Wegenverkeerswet helemaal schrappen gehoord de beraadslaging, constaterende dat doorrijden na een aanrijding steeds vaker voorkomt; overwegende dat het voor een beschonken bestuurder loont om door te rijden wanneer hij of zij zich maar binnen twaalf uur meldt, zodat alcohol de tijd krijgt om uit het bloed te verdwijnen en het alcoholgebruik dientengevolge niet meer mee kan wegen bij de strafmaat; verzoekt de regering de uitzonderingsgrond in 184 van de Wegenverkeerswet helemaal te schrappen of deze periode ten minste te verkorten naar maximaal drie uur met een verplichte bloedproef,"
1113,not_relevant,not_relevant,"Motie van het lid Verkuijlen over misbruik van de B8/3-regeling tegengaan gehoord de beraadslaging, constaterende dat de B8/3- een verblijfstitel regelt voor slachtoffers en getuigen van mensenhandel die aangifte doen of meewerken aan het strafproces; overwegende dat in het verleden diverse personen zich hebben voorgedaan als slachtoffer van mensenhandel, met het enkele doel voor de periode van het strafrechtelijk onderzoek een geldige verblijfstitel te verkrijgen; overwegende dat de politie en het OM, omdat elke aangifte van mensenhandel dient te worden opgevolgd, relatief veel tijd kwijt zijn aan het uitlopen van aangiften waarvan op voorhand al grote twijfels bestaan over de juistheid van de aangifte; van mening dat schaarse capaciteit voor de opsporing van mensenhandel zo veel mogelijk moet worden ingezet voor de bescherming van echte slachtoffers van mensenhandel en onderzoek naar daders; verzoekt de regering het tegengaan van misbruik van de B8/3- te betrekken bij het actieplan Samen tegen Mensenhandel, en de Kamer hierover te informeren bij de eerstvolgende brief over het actieplan,"
1114,climate_agriculture_energy,climate_agriculture_energy,"Motie van het lid Van Tongeren over ECN-onderzoek naar verdeling van SDE+-geld tot 2020 gehoord de beraadslaging, overwegende dat de doorlooptijd tussen de SDE+-beschikking en de realisatie bij technieken zoals wind op land in de praktijk enkele jaren bedraagt; overwegende dat de planning in de SDE+ van de jaarlijks te beschikken ruimte niet automatisch in lijn is met het tijdig realiseren van de verschillende technieken in 2020; constaterende dat de Algemene Rekenkamer concludeert dat de planning in de SDE+ door vrijval en doorlooptijden niet in lijn is met het halen van 14% duurzame energie in 2020; verzoekt de regering, ECN te laten onderzoeken hoe SDE+-geld over de jaren tot 2020 verdeeld moet worden om in 2020 tot 14% duurzame energie en de 6.000 megawatt wind op land te komen,"
1115,not_relevant,not_relevant,"Motie van het lid Nijboer over het voeren van realistisch begrotingsbeleid en het afzien van taakstellende onderuitputting gehoord de beraadslaging, constaterende dat vorig jaar sprake was van 6,2 miljard euro aan onderuitputting; overwegende dat aanzienlijke onderuitputting reeds te verwachten viel bij de Startnota; overwegende dat realistisch ramen helpt om tot een eerlijke afweging tussen belangen en wensen te komen; van mening dat het instrument van de taakstellende onderuitputting de controle van de op de begroting bemoeilijkt; verzoekt de regering realistisch begrotingsbeleid te voeren en voortaan af te zien van het instrument van de taakstellende onderuitputting,"
1116,climate_agriculture_energy,not_relevant,"Motie van het lid Lacin over onderzoeken hoe de toepassing van met asbest verontreinigd talk kan worden tegengegaan gehoord de beraadslaging, constaterende dat asbest voorkomt in talk(poeder) en daarmee ook terechtkomt in onder andere cosmeticaproducten; overwegende dat talkpoeder wordt toegepast in verschillende producten, waaronder coatings, verf, rubbers en plastics; overwegende dat hiermee asbest in producten kan voorkomen terwijl dat verboden is; verzoekt de regering, zowel nationaal als Europees te onderzoeken hoe de toepassing van verontreinigd talk tegengegaan kan worden,"
1117,not_relevant,not_relevant,"Motie van het lid Bikker c.s. over opvolging geven aan de adviezen van de politie en het Openbaar Ministerie gedurende het wietexperiment gehoord de beraadslaging, constaterende dat bij het vervroegd starten van het wietexperiment in Tilburg en Breda slechts in beperkte mate gewicht is gegeven aan de adviezen van politie en OM die zorgen uitspraken over gevolgen voor handhaving, toezicht, rechtszekerheid en misbruik; verzoekt de regering bij verdere keuzes rondom overgangstermijnen en voorschriften voor coffeeshops gedurende het wietexperiment opvolging te geven aan de adviezen van politie en het Openbaar Ministerie,"
1118,not_relevant,not_relevant,"Motie van de leden Dijk en Van Baarle over defensie-uitgaven uitsluitend binnen de EU en bij voorkeur binnen Nederland doen gehoord de beraadslaging, constaterende dat vele miljarden van onze defensie-uitgaven naar de Amerikaanse wapenindustrie stromen; constaterende dat Nederland nog steeds wapendeals sluit met Israël; verzoekt de regering toekomstige defensie-uitgaven uitsluitend binnen de EU en bij voorkeur binnen Nederland te doen, en afhankelijkheden van de Amerikaanse wapenindustrie en handel met de Israëlische wapenindustrie te beëindigen,"
