sample_idx,motie_id,frame,trigger,filler,party,year,gold_actor_span,gold_actor_cat,gold_patient_span,gold_patient_cat,pred_actor_spans,pred_actor_cat,pred_patient_spans,pred_patient_cat
428,6d473ef2-24db-4625-9b34-e2ffed78d3b6,Cogitation,overwegende,"dat, mede door de sjoemeldiesels, ook Nederland veel schade heeft geleden door uitblijvende verbetering van de luchtkwaliteit, door voortijdige sterfte, gezondheidsschade, schade aan landbouwgewassen en de noodzaak tot extra maatregelen;",GroenLinks,2018,sjoemeldiesels,Industry,Nederland,Government,,,mede door de sjoemeldiesels|veel schade|uitblijvende verbetering|voortijdige sterfte,Industry|Other|Other|Citizens
429,b607b7ba-ff69-4056-9720-b3fb51d6eca6,Cogitation,overwegende,"dat het land nu doortrokken is met 150.000 kilometer wegen, spoorwegen en vaarwegen;",GroenLinks,2022,,,het land,Other,het land,Other,,
430,201cabc9-ed42-4459-aa30-fa2f25cee910,Cogitation,overwegende,dat werknemers op Schiphol zich grote zorgen maken over de gevolgen van ultrafijnstof op hun gezondheid;,GroenLinks,2019,werknemers op Schiphol,Citizens,hun gezondheid,Citizens,werknemers,Citizens,grote zorgen,Other
431,bbcc5cd5-2987-42b2-8e46-ded186dd6daa,Statement,constaterende,dat uit grondonderzoek blijkt dat de pfas in de bodem rondom Chemours Dordrecht langzaam richting het grondwater zakt;,GroenLinks,2023,de pfas,Other,,,de pfas,Other,grondonderzoek|de bodem|het grondwater,Science|Nature|Nature
432,ffdae5d0-07f3-4593-9d4a-361f583e489f,Statement,constaterende,dat een van de adviezen van de WRR is om expliciet inzichtelijk te maken aan welke rechtvaardigheidsprincipes klimaatmaatregelen bijdragen en om dit debat aan de voorkant van het beleidsproces te bespreken;,GroenLinks,2023,de WRR,Science,klimaatmaatregelen,Other,,,rechtvaardigheidsprincipes|dit debat|de voorkant,Other|Other|Other
433,7f8c162a-4fbe-4408-9474-aaafa7ff1b12,Cogitation,overwegende,dat het belangrijk is om nieuwe huizen zo duurzaam mogelijk te bouwen om de energietransitie ten goede te komen;,GroenLinks,2019,,,nieuwe huizen,Other,,,nieuwe huizen,Citizens
434,b4d45890-6a6c-4638-b4f0-8ed2ad9fd4c1,Cogitation,overwegende,dat het aangekondigde embargo op olie uit Rusland waarschijnlijk tot nog verder stijgende prijzen zal leiden;,GroenLinks,2022,het aangekondigde embargo op olie uit Rusland,International,prijzen,Other,het aangekondigde embargo,International,prijzen,Other
435,782ba8b7-317b-4c4a-9dc5-0e10c13c14ef,Cogitation,overwegende,dat het kapitaalvernietiging zou zijn als projecten van coöperaties van particuliere kleinverbruikers zouden stranden in afwachting van deze aanpassing van de energiebelasting;,GroenLinks,2012,projecten van coöperaties van particuliere kleinverbruikers,Citizens,,,het kapitaalvernietiging,Other,deze aanpassing,Other
436,0d4c9f6c-115a-4f8f-9dea-18ae48680322,Statement,constaterende,dat vrouwen extra kwetsbaar zijn voor de gevolgen van klimaatverandering en structureel worden achtergesteld als het gaat om steun;,GroenLinks,2022,,,vrouwen,Citizens,vrouwen,Citizens,steun,Other
437,0f8c455a-564b-4a01-8aba-a82b25b8bb05,Statement,stelt,dat alle sectoren hun evenredige bijdrage moeten leveren aan de stikstofreductie;,GroenLinks,2022,alle sectoren,Other,de stikstofreductie,Nature,alle sectoren,Industry,de stikstofreductie,Agriculture
438,b289a224-a65f-4977-93cc-a0dd86310abe,Cogitation,overwegende,dat de Nederlandse landbouw een belangrijke bijdrage hieraan zou kunnen leveren en daarmee het Nederlandse beleid voor buitenlandse handel en ontwikkelingssamenwerking effectief aan elkaar gekoppeld kunnen worden;,GroenLinks,2017,de Nederlandse landbouw,Agriculture,het Nederlandse beleid voor buitenlandse handel en ontwikkelingssamenwerking,Government,de Nederlandse landbouw|het Nederlandse beleid,Agriculture|Government,,
439,972cd382-4406-4b80-9d87-7802162192b6,Cogitation,overwegende,"dat een deel van de reizigers in dat geval op een andere manier, met meer klimaatimpact als gevolg, naar Londen zal reizen;",GroenLinks,2023,een deel van de reizigers,Citizens,,,,,Londen,International
440,862fb818-dcef-409b-a6eb-363fdafa6325,Statement,"constaterende, dat","constaterende, dat de minister schrijft dat de natuurdoelen bij het vaststellen van de definitieve aanwijzingsbesluiten nog eens kritisch worden beoordeeld;",GroenLinks,2009,de minister,Government,de natuurdoelen,Nature,de minister|de natuurdoelen,Government|Nature,,
441,6f7bdbbb-f1dc-448e-abd1-f565470c597d,Cogitation,overwegende,dat de exportgeoriënteerde industrielandbouw alleen kan bestaan door heel veel kosten te externaliseren naar de omgeving en de toekomst;,GroenLinks,2022,de exportgeoriënteerde industrielandbouw,Agriculture,de omgeving en de toekomst,Nature,de exportgeoriënteerde industrielandbouw,Industry,de omgeving,Nature
442,4bc0c911-975c-4fd7-bcda-0a1dbea4e1be,Cogitation,overwegende,dat er miljoenen subsidie zijn gestopt in mestverwerking;,GroenLinks,2021,,,miljoenen subsidie,Government,,,mestverwerking,Agriculture
443,44eabd3a-60fa-4dda-ad50-7703f98fc2ac,Statement,constaterende,dat in de Klimaat- en Energieverkenning de conclusie is getrokken dat met het huidige beleid de klimaatdoelen niet gehaald zullen worden; constaterende dat volgens het PBL aanvullend beleid nodig is; constaterende dat de regering ervoor moet zorgen dat het Nederlandse bedrijfsleven opereert conform de doelstellingen uit het Akkoord van Parijs; overwegende dat de industrie verantwoordelijk is voor een derde van de Nederlandse CO2-uitstoot; overwegende dat de Europese Rekenkamer vorig jaar adviseerde dat het principe van de vervuiler betaalt sterker geïntegreerd moet worden;,GroenLinks,2022,de industrie,Industry,een derde van de Nederlandse CO2-uitstoot,Nature,de conclusie|aanvullend beleid|het Nederlandse bedrijfsleven|de industrie,Other|Government|Industry|Industry,het huidige beleid|de klimaatdoelen,Government|Government
444,ac69fbad-af27-4856-939d-0e243c4267fa,Statement,constaterende,dat de voor de m.e.r. in haar laatste advies nog meerdere tekortkomingen,GroenLinks,2020,,,de voor de m.e.r.,Government,,,m.e.r,Government
445,a3bb3a64-5638-4369-aeaa-ce9752ada75b,Cogitation,overwegende,dat Duitsland de controle heeft overgenomen bij Gazprom Germania om de gasleveringszekerheid te waarborgen;,GroenLinks,2022,Duitsland,International,de controle,Other,Duitsland,International,de controle|Gazprom|de gasleveringszekerheid,Other|Industry|Energy
446,1cd6b6aa-a112-410f-9461-fa970415dc37,Statement,constaterende,dat de import van Russisch lng-gas door Europese landen fors is toegenomen;,GroenLinks,2022,de import van Russisch lng-gas door Europese landen,International,,,de import,Other,Europese landen,International
447,16da6cfd-7f45-442f-b06c-37b4eddf9ecf,Cogitation,overwegende,dat het zevende actieprogramma Nitraatrichtlijn voorstelt brede bufferstroken langs sloten en watergangen in te stellen;,GroenLinks,2021,het zevende actieprogramma Nitraatrichtlijn,International,brede bufferstroken langs sloten en watergangen,Nature,het zevende actieprogramma,Government,brede bufferstroken|sloten,Nature|Nature
448,eb55e9fc-ebf6-4bf6-a7e5-67ed6493ca22,Cogitation,overwegende,dat hierdoor het risico bestaat dat veel geschilpunten onnodig aan de rechtspraak worden voorgelegd;,GroenLinks,2020,,,veel geschilpunten,Other,veel geschilpunten,Other,de rechtspraak,Government
449,23a0896d-a26a-428f-90af-c54ae074c594,Cogitation,overwegende,"dat de COP27 is bedoeld om de opgetelde klimaatdoelen in lijn te brengen met 1,5 graden opwarming;",GroenLinks,2022,de COP27,International,de opgetelde klimaatdoelen,Other,COP27,International,de opgetelde klimaatdoelen|graden,Government|Other
450,1dcefdc6-6154-4f5d-9fd5-5b960d7bc6b5,Cogitation,"overwegende,","constaterende, dat Siemens als een van de marktleiders op het gebied van kernenergie heeft besloten zich terug te trekken uit kernenergie;",GroenLinks,2011,Siemens,Industry,kernenergie,Energy,Siemens,Industry,kernenergie,Energy
451,a80d68df-8cd1-46f0-8c13-e9617ae17616,Statement,constaterende,"dat het aannemelijk is dat het tracébesluit A27/A12 Ring Utrecht wederom niet houdbaar blijkt bij de rechter; verzoekt de regering, te onderzoeken hoe de 1,2 miljard euro die gereserveerd is voor dit project besteed kan worden aan infrastructuur die wel in lijn is met de klimaatambities zoals investeringen in lokaal openbaar vervoer of snelle internationale treinverbindingen,",GroenLinks,2020,het tracébesluit A27/A12 Ring Utrecht,Government,,,het tracébesluit,Other,de rechter|dit project|infrastructuur|de klimaatambities,Other|Other|Other|Government
452,673a5f7d-6bcf-40cd-b3c8-8b10940c8633,Cogitation,"overwegende,","overwegende, dat het kabinet nog niet op koers ligt om zijn ambities te halen voor energiebesparing in de bebouwde omgeving;",GroenLinks,2009,het kabinet,Government,zijn ambities te halen voor energiebesparing in de bebouwde omgeving,Energy,,,koers,Other
453,e32d7885-9b14-4c24-9a02-c68bf27afa93,Statement,"constaterende,","dat de regering het voornemen heeft om in het wetsvoorstel voor een integrale natuurwet in 2010 dieronvriendelijke tradities weer uitgebreider toe te laten, zoals het vangen van eenden in een eendenkooi en de uitbreiding van het gebruik van roofvogels om mee te jagen;",GroenLinks,2008,de regering,Government,dieronvriendelijke tradities,Other,,,het voornemen|het wetsvoorstel,Other|Government
454,e1630189-24c7-4b67-9ae3-22c4d633f14d,Statement,constaterende,dat het coronavirus zich sneller verspreidt in slecht geventileerde ruimtes;,GroenLinks,2021,het coronavirus,Other,,,het coronavirus,Other,,
455,0b4dc2cb-0fe6-4b13-8d64-d10789e38bcd,Statement,"constaterende,",dat bij inwoners in het noorden des lands het CO2-angstzweet op de rug staat;,PVV,2010,,,inwoners in het noorden des lands,Citizens,CO2-angstzweet,Citizens,,
456,10b17b21-2c43-4d31-bfe4-c9fc939c5fbf,Cogitation,overwegende,dat door de fipronilcrisis pluimveebedrijven op omvallen staan;,PVV,2018,de fipronilcrisis,Other,pluimveebedrijven,Agriculture,,,de fipronilcrisis,Agriculture
457,e2fff504-85e8-4557-a661-2496af478dab,Cogitation,"overwegende,","overwegende, dat in het regeerakkoord staat dat de ecologische hoofdstructuur zal worden herijkt, robuuste verbindingen geschrapt en er minimaal wordt ingezet op verwerving van gronden;",PVV,2011,,,de ecologische hoofdstructuur,Nature,de ecologische hoofdstructuur,Nature,robuuste verbindingen|verwerving,Other|Other
458,f091fec0-8ed2-43a6-a59a-618b94249686,Statement,"constaterende,",dat de klimaattoppen niet meer zijn dan carrièrebeurzen voor klimaatalarmisten;,PVV,2011,de klimaattoppen,International,carrièrebeurzen voor klimaatalarmisten,Other,de klimaattoppen,International,,
459,82d732d7-8252-4a6d-bde5-41aede8562e8,Statement,"constaterende,","dat het niet duidelijk is wat de kosten van het gevoerde klimaatbeleid tot op heden zijn; van mening, dat er te allen tijde duidelijk moet zijn wat er met het belastinggeld van de burger gebeurt; van mening, dat in de toekomst duidelijk moet worden bijgehouden hoeveel eurocent er precies wordt uitgegeven aan het klimaatbeleid; verzoekt de regering vanaf heden een klimaatkostenteller bij te houden waarop de Nederlandse burger precies kan zien hoeveel euro de overheid uitgeeft aan klimaatbeleid.",PVV,2011,de overheid,Government,klimaatbeleid,Other,eurocent|de Nederlandse burger,Industry|Citizens,heden|het belastinggeld|het klimaatbeleid|heden|een klimaatkostenteller|euro|de overheid|klimaatbeleid,Other|Government|Government|Other|Science|Other|Government|Government
460,b52a96b4-4a4f-44e4-bfa8-7b0b53e0e9c6,Cogitation,"overwegende,","overwegende, dat: – de Kamer alle gevolgen van beleid (gewenste effecten en ongewenste neveneffecten) moet kunnen controleren; – het gevoerde klimaatbeleid veel (ongewenste) effecten heeft op onze economie, juist in het licht van de kredietcrisis;",PVV,2008,het gevoerde klimaatbeleid,Government,onze economie,Other,het gevoerde klimaatbeleid,Government,onze economie|kredietcrisis,Industry|Other
461,1de0da69-1bb7-4c2f-81b3-584ab28a8ef6,Cogitation,overwegende,Motie van het lid De Graaf over stoppen met terugdringen menselijke CO2-uitstoot,PVV,2014,,,menselijke CO2-uitstoot,Nature,,,menselijke CO2-uitstoot,Citizens
462,eb81b378-7a3e-481e-9870-c0d58a77b607,Statement,constaterende,"dat het duurzame kabinetsbeleid leidt tot lastenverhogingen voor de energie-intensieve industrie, waardoor een bedrijf als ALDEL geen toekomstperspectief meer ziet in Nederland;",PVV,2014,het duurzame kabinetsbeleid,Government,de energie-intensieve industrie,Industry,het duurzame kabinetsbeleid|een bedrijf,Government|Industry,lastenverhogingen|geen toekomstperspectief,Citizens|Other
463,38b9270b-1932-4165-bab1-a2fd9ac746b7,Cogitation,overwegende,Motie van het lid Madlener over niet verder laten oplopen van de energiebelastingen/heffingen,PVV,2017,,,de energiebelastingen/heffingen,Energy,,,de energiebelastingen/heffingen,Government
464,30631dc2-7f31-4ddb-843a-92d608b15b6e,Statement,constaterende,dat de achtste tranche van de Crisis- en herstelwet plannen bevat om windturbines op zeedijken te plaatsen;,PVV,2014,de achtste tranche van de Crisis- en herstelwet,Government,windturbines,Energy,de achtste tranche,Other,windturbines|zeedijken,Energy|Nature
465,2b34fd3e-77ea-450b-b140-b8b75c0badac,Cogitation,overwegende,dat slechts de windmaffia baat heeft bij de plaatsing van windturbines;,PVV,2014,de windmaffia,Industry,,,slechts de windmaffia,Energy,baat|de plaatsing,Other|Other
466,612f9f92-a9fa-43ab-8f01-119505397b2d,Statement,constaterende,dat verschillende schadegevallen op hetzelfde adres kunnen worden samengevoegd tot één dossier;,PVV,2019,,,verschillende schadegevallen op hetzelfde adres,Citizens,verschillende schadegevallen,Citizens,hetzelfde adres|dossier,Other|Government
467,cf08f41d-7600-4c6b-a006-da50b2ff5c57,Cogitation,overwegende,dat niet iedereen vochtige doekjes die kunststof bevatten door de wc spoelt;,PVV,2025,niet iedereen,Citizens,vochtige doekjes die kunststof bevatten,Other,,,vochtige doekjes|kunststof|de wc,Nature|Other|Other
468,02c3069d-ce7f-48be-92ce-7a683752fe0c,Statement,constaterende,dat op basis van klimaatscenario’s allerlei fantasievolle programma’s ontwikkeld worden zonder enige realiteitszin en oog voor enige financiële dekking en verantwoordelijkheid;,PVV,2017,,,allerlei fantasievolle programma's,Other,allerlei fantasievolle programma,Other,klimaatscenario|enige realiteitszin,Nature|Other
469,58d6fbb3-2b44-439f-b583-ecbd289199cd,Statement,constaterende,Motie van het lid Klever over stoppen met het plaatsen van windturbines op zee,PVV,2014,het lid Klever,Government,het plaatsen van windturbines op zee,Energy,,,het plaatsen,Other
470,a4a9d78e-26d8-4b8b-a31a-a5af82bb1769,Cogitation,overwegende,dat een toename van CO2 volgt op een periode van opwarming en niet andersom;,PVV,2012,een toename van CO2,Nature,een periode van opwarming,Nature,een toename,Other,,
471,251b0168-1ff6-4347-bf4c-da44efb9c91a,Cogitation,overwegende,dat huishoudens die in energiearmoede leven en/of afhankelijk zijn van bijvoorbeeld medische apparatuur hun elektriciteitsvraag niet kunnen verminderen en niet afgeschakeld kunnen en mogen worden;,PVV,2024,,,huishoudens die in energiearmoede leven en/of afhankelijk zijn van bijvoorbeeld medische apparatuur,Citizens,huishoudens,Citizens,energiearmoede leven|bijvoorbeeld medische apparatuur|hun elektriciteitsvraag,Citizens|Industry|Citizens
472,c73ab831-4c3f-4a4a-a110-6c58b0f29ca5,Statement,constaterende,dat de Europese de klimaatdoelstelling wil ophogen van 55% naar 57% CO2-reductie in 2030;,PVV,2022,de Europese,International,de klimaatdoelstelling,Other,,,de klimaatdoelstelling,Government
473,f79fbd6f-bbc0-4546-87c7-da97ac71e58b,Cogitation,"overwegende,","overwegende, dat milieu- en economiebewuste boeren geen hinder moeten ondervinden van strenge wetgeving",PVV,2011,strenge wetgeving,Government,milieu- en economiebewuste boeren,Agriculture,boeren,Agriculture,geen hinder,Other
474,a22a1221-6675-4113-991e-b294272985f4,Statement,constaterende,dat Nederland wel nog altijd – geheime – langetermijncontracten heeft voor de export van gas;,PVV,2022,Nederland,Government,langetermijncontracten,Energy,– geheime – langetermijncontracten,Other,de export,Industry
475,383b3628-6896-4a95-b990-100458ebded7,Statement,constaterende,"dat CO2-reductie en beïnvloeding van het klimaat op aarde beleidsterreinen zijn, onder meer onder de noemer duurzaamheid, waaraan deze regering miljarden belastingeuro’s uitgeeft;",PVV,2013,deze regering,Government,miljarden belastingeuro's,Other,beleidsterreinen|deze regering miljarden belastingeuro’s,Government|Government,,
476,2b34fd3e-77ea-450b-b140-b8b75c0badac,Cogitation,overwegende,dat er met de plaatsing van windturbines op slaafse wijze voldaan wordt aan de onrealistische ecopolitiek van Brusselse technocraten;,PVV,2014,,,de onrealistische ecopolitiek van Brusselse technocraten,International,,,de plaatsing|de onrealistische ecopolitiek,Other|Government
477,b5701d08-8db3-44ed-a220-ce1a61bb1378,Cogitation,"overwegende,","overwegende, dat het IPCC bestaat uit liegende, frauderende en manipulerende boeven, oplichters en andere zakkenvullers die teren op het geld van onder andere de Nederlandse belastingbetaler;",PVV,2010,het IPCC,International,geld van onder andere de Nederlandse belastingbetaler,Citizens,IPCC,Science,boeven,Other
478,186687b5-846f-4edd-bbeb-c7bd5b18a3ac,Statement,"constaterende,","dat honderden miljoenen euro’s worden besteed aan programma’s en projecten van het Deltaprogramma die «nieuwe natuur» beogen aan te leggen voor onder andere de ecologische hoofdstructuur; constaterende, dat de aanleg van «nieuwe natuur» vaak hand in hand gaat met ontpolderingen en gevaren van verzilting; constaterende, dat veel regionale dijken nog niet voldoen aan de wettelijke normen; overwegende, dat in het regeerakkoord staat dat bestaande ontpolderingsplannen worden heroverwogen en geen nieuwe besluiten tot ontpolderingen worden genomen; overwegende, dat in het regeerakkoord staat dat de ecologische hoofdstructuur zal worden herijkt, robuuste verbindingen worden geschrapt en minimaal wordt ingezet op verwerving;",PVV,2011,,,honderden miljoenen euro's,Other,de aanleg|veel regionale dijken,Other|Nature,programma|nieuwe natuur|de ecologische hoofdstructuur|ontpolderingen|de wettelijke normen,Other|Nature|Nature|Nature|Government
479,79ea6f86-6d32-4244-866b-d14dae2f7020,Cogitation,overwegende,dat de laagste fosfaatgebruiksnorm van 40 kilogram per hectare in veel gevallen leidt tot een slechte gewasopbrengst; overwegende dat het toestaan van een hogere fosfaatgebruiksnorm zal leiden tot een stijging van het gebruik van dierlijke mest en daardoor automatisch tot een lagere behoefte aan kunstmest;,PVV,2021,de laagste fosfaatgebruiksnorm van 40 kilogram per hectare,Government,een slechte gewasopbrengst,Agriculture,de laagste fosfaatgebruiksnorm,Agriculture,een slechte gewasopbrengst|een stijging,Agriculture|Other
480,42ee7fa9-ea99-41bf-817c-24ca318f5941,Cogitation,overwegende,Motie van het lid Kops over huishoudens met blokverwarming volledig in aanmerking laten komen voor energiecompensatiemaatregelen,PVV,2024,het lid Kops,Government,huishoudens met blokverwarming,Citizens,,,energiecompensatiemaatregelen,Energy
481,f8963f8c-7239-42f5-b75f-dbe6a73ab451,Cogitation,overwegende,dat niet-gerecycled plastic op de markt wordt gebracht binnen Nederland door producenten die in het kader van de uitgebreide producentenverantwoordelijkheid hieraan een financiële bijdrage zouden moeten leveren;,PVV,2024,producenten,Industry,niet-gerecycled plastic,Other,,,de markt|de uitgebreide producentenverantwoordelijkheid,Industry|Industry
482,aed36e45-1480-4498-b6aa-25464b63eacf,Statement,Motie,over de provincies nooit ofte nimmer dwingen het stikstofbeleid uit te voeren,PVV,2023,,,de provincies,Government,,,de provincies nooit|het stikstofbeleid,Government|Government
483,e58d0c90-152a-4bfd-85a6-3d839077e152,Statement,constaterende,dat: • elektrische treinen gewoon op grijze stroom rijden; • het hele duurzaamheidsgeneuzel de sector niks oplevert;,PVV,2019,elektrische treinen,Energy,grijze stroom,Energy,• elektrische treinen|de sector,Energy|Industry,grijze stroom|het hele duurzaamheidsgeneuzel,Energy|Other
484,4db7e651-5938-4a7d-a8e6-05393e425e56,Statement,constaterende,dat er geen wettelijke bevoegdheid bestaat om woningeigenaren te dwingen van het aardgas af te gaan;,PVV,2021,,,woningeigenaren,Citizens,geen wettelijke bevoegdheid,Government,woningeigenaren|het aardgas,Citizens|Energy
485,47f134f8-5b7b-490e-b53c-de6e39ae6d5e,Statement,constaterende,dat MIRT-projecten nog steeds vertraging oplopen en dat de lijst mogelijk nog gaat groeien;,PVV,2022,MIRT-projecten,Government,vertraging,Other,MIRT-projecten,Science,vertraging,Other
486,4ad41589-8c4e-4686-82cb-89276ad4b946,Statement,constaterende,Motie van het lid Madlener over een compensatieregeling voor door de fipronil-crisis getroffen pluimveehouders,PVV,2018,,,pluimveehouders,Agriculture,,,fipronil-crisis,Agriculture
487,cc47f7d6-a488-4ddc-a215-b33ca8350b47,Cogitation,overwegende,dat dit van invloed is op de 2°C-doelstelling die Parijsakkoord is afgesproken en de jaarlijkse 100 miljard voor het klimaatfonds;,PVV,2017,dit,Other,de 2°C-doelstelling,International,Parijsakkoord,International,,
488,8c61b61a-6127-49b1-9aad-563dbece1149,Statement,constaterende,dat welwillende «onkruidbestrijders en gewasbeschermers» vaak worden belemmerd bij toepassing van niet-chemische middelen en/of dat alternatieven niet worden toegelaten;,PVV,2017,,,welwillende «onkruidbestrijders en gewasbeschermers»,Agriculture,onkruidbestrijders|alternatieven,Agriculture|Other,toepassing,Other
489,e29065b9-08ce-4528-9c5f-3ac76e67efe9,Statement,"constaterende,","constaterende, dat alle vluchten van, naar en binnen de EU onder dit systeem gaan vallen;",PVV,2010,,,"alle vluchten van, naar en binnen de EU",International,,,alle vluchten|dit systeem,Citizens|Other
490,0d64c68f-14f7-43ae-931c-7d3ae15fd1a0,Statement,"constaterende,","constaterende, dat een kwart van de dijken niet voldoet aan de gestelde normen;",PVV,2010,,,een kwart van de dijken,Other,een kwart,Other,de gestelde normen,Other
491,82266a2a-b3b5-4525-a629-c47b0d26d429,Statement,constaterende,Motie van de leden Van der Velde en Kops over nationaal cultureel erfgoed beschermen tegen aantasting vanuit klimaatbeleid of andere maatschappelijke doelen,PVV,2025,,,nationaal cultureel erfgoed,Other,,,nationaal cultureel erfgoed|aantasting,Other|Nature
492,0510dfdd-8965-48f1-bc80-d0577af19371,Cogitation,overwegende,dat het principe «meten is weten» het uitgangspunt dient te zijn om geurbelasting te berekenen;,PVV,2025,het principe «meten is weten»,Other,geurbelasting,Other,het principe,Other,het uitgangspunt|geurbelasting,Other|Nature
493,2b34fd3e-77ea-450b-b140-b8b75c0badac,Statement,constaterende,"dat er juist enorme weerstand is, wat blijkt uit het feit dat er ondertussen meer dan 130 actiegroepen strijden tegen de plaatsing van windturbines;",PVV,2014,meer dan 130 actiegroepen,Citizens,de plaatsing van windturbines,Energy,actiegroepen,Other,de plaatsing,Other
494,ef9a3fb5-748e-4feb-893b-f8976a27b30d,Statement,constaterende,dat vuilnisophaaldiensten en gemeentelijke straatvegers die tijdens spitsuren worden ingezet vaak voor opstoppingen zorgen;,PVV,2018,vuilnisophaaldiensten en gemeentelijke straatvegers,Government,opstoppingen,Other,,,spitsuren|opstoppingen,Citizens|Other
495,2b34fd3e-77ea-450b-b140-b8b75c0badac,Cogitation,overwegende,"dat er in geen enkel plangebied, aangaande de plaatsing van windturbines, draagvlak is voor de plaatsing van die dingen;",PVV,2014,,,draagvlak,Citizens,,,geen enkel plangebied,Other
496,91e4ca35-a6ff-4816-ae3b-77ad13668ca8,Statement,Motie,over dieronvriendelijke CO2-bedwelming uitfaseren,PVV,2024,,,dieronvriendelijke CO2-bedwelming,Other,,,dieronvriendelijke CO2-bedwelming,Nature
497,8c61b61a-6127-49b1-9aad-563dbece1149,Statement,constaterende,"dat welwillende «onkruidbestrijders en gewasbeschermers» vaak worden belemmerd bij toepassing van niet-chemische middelen en/of dat alternatieven niet worden toegelaten; verzoekt de regering, knelpunten in de toelaatbaarheid en toepasbaarheid van niet-chemische varianten weg te nemen,",PVV,2017,,,welwillende «onkruidbestrijders en gewasbeschermers»,Agriculture,onkruidbestrijders|alternatieven,Agriculture|Other,toepassing,Other
498,a3a8973e-b6fe-430f-8fe2-1ccd7e71823b,Statement,Motie,"over erkennen van het aandeel van besmetting met corona door microdruppels in binnenruimtes gehoord de beraadslaging, verzoekt de regering, het belangrijke aandeel van besmetting met corona door microdruppels (aerosols) in binnenruimtes te erkennen en te verlangen dat het Bouwbesluit zodanig wordt aangepast dat de juiste ventilatie in binnenruimtes wordt verlangd,",PVV,2020,de regering,Government,het belangrijke aandeel van besmetting met corona door microdruppels,Other,het Bouwbesluit|de juiste ventilatie,Government|Other,het belangrijke aandeel|binnenruimtes|binnenruimtes,Other|Citizens|Citizens
499,14091330-4d98-4bd6-b993-36b99a1e4006,Statement,constaterende,dat Nederland de KRW-doelen niet gaat halen;,PVV,2022,Nederland,Government,de KRW-doelen,Other,,,de KRW-doelen,Government
500,ab55a3e9-3f9a-422a-a34e-86a41e958a82,Statement,constaterende,dat boeren nabij Natura 2000-gebieden beperkt zijn in hun werkzaamheden en daarmee ook beperkt worden in hun inkomsten;,PVV,2024,,,boeren nabij Natura 2000-gebieden,Agriculture,boeren,Agriculture,hun werkzaamheden|hun inkomsten,Other|Citizens
501,54436e33-e17b-4520-8771-7a45f8d1e24d,Statement,constaterende,"dat er volgens Vereniging Eigen Huis «weerstand onder huiseigenaren is tegen de beoogde (hybride)warmtepompverplichting vanwege onzekerheden, informatiegebrek en zorgen over de betaalbaarheid»;",PVV,2022,huiseigenaren,Citizens,(hybride)warmtepompverplichting,Government,weerstand,Nature,Vereniging|de beoogde (hybride,Other|Other
502,17defffb-bf7e-40cb-bf1d-ddff22af21d4,Cogitation,overwegende,dat dit een toekomstige verdere reductie van de hoeveelheid te winnen Groninger gas beperkt;,PVV,2015,dit,Other,een toekomstige verdere reductie van de hoeveelheid te winnen Groninger gas,Energy,Groninger gas,Energy,een toekomstige verdere reductie,Other
503,315e9620-527d-42ab-afd2-cb7cb96ca179,Cogitation,overwegende,dat klimaatbeleid onbetaalbaar en onzinnig is;,PVV,2019,,,klimaatbeleid,Government,klimaatbeleid,Government,,
504,df2999c1-60e3-4d40-a07d-10290d4a3a48,Statement,constaterende,dat huishoudens middels de overheidscampagne «Zet ook de knop om» worden,PVV,2025,de overheidscampagne «Zet ook de knop om»,Government,huishoudens,Citizens,,,de knop,Other
505,00ee2c6b-0aae-41dc-8601-e23df4df3778,Statement,constaterende,dat er in het buitenland behoefte is aan meer meststoffen;,PVV,2018,,,meer meststoffen,Industry,behoefte,Other,het buitenland,International
506,6fc56bbe-9052-413c-a4cb-a5f10ba9ed62,Statement,constaterende,dat drinkwaterbedrijven nog altijd een deel van hun geld steken in de bodemloze put die ontwikkelingshulp heet;,PVV,2017,drinkwaterbedrijven,Industry,een deel van hun geld,Other,drinkwaterbedrijven|ontwikkelingshulp,Energy|International,de bodemloze put,Nature
507,b6a9a375-8151-477d-8231-414704ec0ffa,Cogitation,"overwegende,",Motie Lucas-Smeerdijk c.s. over aanhouden van de inwerkingtreding van de AMvB,PVV,2010,,,de inwerkingtreding van de AMvB,Government,,,de inwerkingtreding,Other
508,4f26e0f9-b176-4aa7-88e7-975591e74dd8,Cogitation,overwegende,"dat zonder een goede labeling van uitgaven op het gebied van duurzaamheid, klimaat en CO2-reductie de effecten van het beleid niet meetbaar zijn;",PVV,2013,,,de effecten van het beleid,Government,,,een goede labeling,Other
509,df2999c1-60e3-4d40-a07d-10290d4a3a48,Statement,Motie,"over stoppen met de campagne ""Zet ook de knop om""",PVV,2025,,,"de campagne ""Zet ook de knop om""",Other,,,de campagne|de knop,Other|Other
510,b8402f71-5664-465d-9851-d94b77989067,Statement,"constaterende,",dat het klimaatbeleid grotendeels gefundeerd is op vals gebleken doemscenario’s van het IPCC;,PVV,2010,het klimaatbeleid,Government,doemscenario's van het IPCC,International,het klimaatbeleid,Government,doemscenario,Nature
