sample_idx,party,year,text,economic,moral,scientific,security,health_environment,crisis_urgency,weaponization
145,pvda,2010,"De PvdA wil de energievoorziening in hoog tempo verduurzamen. Dat bete­ kent niet dat wij vinden dat de subsidie flink omhoog moet. Sterker nog, de vele subsidies kunnen beter plaatsmaken voor wettelijke normen die ener­ giebesparing afdwingen en het aandeel van duurzame energie opvoeren. Subsidies aan energieproducenten voor groene stroom vervangen we door een verplicht aandeel groene stroom (35% in 2020). Veranderende subsidie­ stelsels zijn funest voor de wil om te investeren. De PvdA voorkomt wijzi­ gingen daar waar mogelijk. De PvdA zal onderzoeken, mede op basis van het rapport 'Nederland Krijgt Nieuwe Energie', of het mogelijk is met andere partijen een duurzaamheidsakkoord te sluiten. We verplichten de energieleveringbedrijven om ook bij hun klanten ener­ giebesparing te stimuleren. Kolencentrales moeten meer duurzaam stroom opwekken door duurzame biomassa bij te stoken. Met woningbouwcorpo­ raties spreken we af dat hun woningvoorraad versneld geïsoleerd wordt. De eisen aan nieuwbouwhuizen gaan omhoog. Bestaande woningen moeten actief verduurzaamd werden. Energie-Coöperaties zullen worden bevor­ derd om bewoners, zowel huurders als eigenaren, te stimuleren in de eigen buurt te investeren in duurzame energie.",2,1,2,1,1,2,1
146,pvda,2010,"De crisis begon in de financiële markten, maar raakte uiteindelijk hele economieën op een manier die niet eerder vertoond was. Banken vielen om, geldstromen droogden op, overal ter wereld moesten overheden te hulp schieten om erger te voorkomen. De tweede klap was zo mogelijk nog harder. De werkloosheid liep op, evenals het aantal faillissementen en we werden allemaal armer. Gelukkig had de wereld geleerd van de grote crisis in de jaren '30 van de vorige eeuw. Dit keer reageerden overheden wel. Niet met bezuinigingen, maar juist door de begrotingsteugels te laten vieren. Internationale samenwerking kwam op gang. Protectionisme werd bestreden, hoewel niet altijd met succes. Ook in Nederland had dat resultaat. Door juist in tijden van crisis te blijven investeren is onze economie niet met 6% maar 'slechts' met 4% gekrompen. We hebben voor 150.000 mensen werkloosheid voorkomen. Mede daarom heeft Nederland momenteel de laagste (jeugd)werkloosheid van Europa.",5,1,2,1,1,3,1
147,pvda,2012,"Met fiscale investeringen worden nieuwe bedrijfsinvesteringen en ondernemerschap aangemoedigd, in het bijzonder richting een duurzame economische ontwikkeling. Het fiscale stelsel richten we zo in dat werkgelegenheid wordt gestimuleerd. We verhogen de lasten op consumptie, vermogen en milieuvervuiling en verlagen de belastingen op arbeid.",4,1,1,1,2,1,1
148,pvda,2012,Startende bedrijven worden gestimuleerd door de publieke cofinanciering van duurzame innovaties beschikbaar te stellen waarmee de private groene financiering wordt uitgelokt.,4,1,1,1,2,1,1
149,pvda,2012,De luchtvaart kan schoner en energie-efficiënter. De PvdA wil de subsidies op kerosine afbouwen en in Europees verband een kerosinebelasting invoeren.,3,1,1,1,2,1,1
150,pvda,2012,"De laatste jaren ondervinden we steeds meer aan den lijve dat de wereld kleiner wordt. Wat in het ene land gebeurt, heeft gevolgen aan de andere kant van de aarde. De economische crisis raakt ons allemaal. Oorzaken en gevolgen van de klimaatverandering en schaarste aan hulpbronnen zijn grensoverschrijdend.",2,1,1,1,2,1,1
151,pvda,2012,"Nederland is de afgelopen decennia steeds schoner geworden. Sinds de alarmerende berichten van de Club van Rome zijn grote stappen vooruit gezet om onze samenleving op duurzamer leest te schoeien. We pakten gezamenlijk de zure regen aan en wisten het gat in de ozonlaag te dichten. De smog die in de jaren tachtig steden als Rotterdam regelmatig verstikte, is dankzij strenge normen en technologische vooruitgang een zeldzaamheid geworden. We maakten een begin met het tegengaan van de vernietiging van de biodiversiteit en creëerden waardevolle, nieuwe natuurgebieden. Duurzame technologieën hebben de toekomst. Maar om zich binnen de conventionele economie te bewijzen, moeten ze een steuntje in de rug krijgen. Gezwalk met subsidies voor hernieuwbare energie werkt een echte doorbraak van wind, zon en aardwarmte tegen. Zo is de duurzame samenleving nog lang niet nabij. De klimaatverandering vormt een rechtstreekse bedreiging voor ons laaggelegen land. Onze ongezonde afhankelijkheid van fossiele brandstoffen als olie en kolen is veel te groot. Dat is niet alleen slecht voor het klimaat, maar maakt ons ook te gevoelig voor schommelingen in de olieprijs. Uitstoot van fijn stof in steden tast nog altijd de longen van onze kinderen aan. En buitengebied wordt steeds slechter bereikbaar door de verrommeling van stadsranden met desolate bedrijventerreinen. De PvdA vindt dat iedereen recht heeft op",3,2,2,3,4,2,1
152,pvda,2017,De grootste vervuiling vindt plaats op zee en in de lucht. De brandstof voor schepen is vaak zeer giftig omdat op volle zee geen nationale controle mogelijk is op deze gifstoffen. Wij pleiten voor opname van lucht- en scheepvaart in het wereldwijde klimaatverdrag en voor wereldwijd geldende maximumeisen aan giftige stoffen in brandstof voor lucht- en scheepvaart. In Europees verband wensen wij een Europese kerosineheffing en voortschrijdende uitstootnormen voor schepen. In nationaal verband steunen we initiatieven uit de vervoersector om de binnenvaart te vergroenen.,2,1,2,1,4,1,1
153,pvda,2017,"We zijn voor 0,7procent van het BNP voor zuivere ontwikkelingssamenwerking. Dit is exclusief klimaatfinanciering en kosten voor eerstejaarsopvang van asielzoekers in Nederland.",2,1,1,1,1,1,1
154,pvda,2017,"Wij willen een economische structuur die zich wereldwijd op kwaliteit onderscheidt, met de best opgeleide beroepsbevolking ter wereld en de hoogste kwaliteitsstandaard op terreinen als arbeidsomstandigheden en duurzaamheid.",4,1,1,1,2,1,1
155,pvda,2017,Wij willen bindende afspraken met coöperaties en verhuurders voor het hoogwaardig isoleren van alle woningen in 2025. Woningeigenaren worden door een 'ontzorgloket' ondersteund bij het isoleren van hun woning. De isolatie-eisen voor bestaande woningen worden stapsgewijs aangescherpt. Gebouw gebonden financiering (hypotheken) voor investeringen in energiebesparing wordt makkelijker gemaakt. De overheid gaat de verplichting om in kantoren en bedrijven besparende maatregelen te nemen strenger handhaven. In 2020 is alle nieuwbouw in Nederland minimaal energieneutraal.,3,1,1,1,2,2,1
156,pvda,2017,"We streven naar een beperkt aantal maximumsnelheden op de autosnelwegen – 80, 100 of 120 km per uur – rekening houdend met de regionale eisen van doorstroming, verkeersveiligheid en beperking van milieuhinder zoals geluid en fijnstof. De maximumsnelheid op de Nederlandse snelwegen wordt weer teruggebracht naar 120 kilometer per uur.",1,1,1,1,2,1,1
157,pvda,2017,"Gemengd en betaalbaar wonen, een gezonde stad, lokale energieopwekking en een circulaire economie zijn pijlers waarop we de verstedelijking laten rusten.",2,1,1,1,2,1,1
158,pvda,2021,"Ons plan vergt investeringen, ambitie, een overheid die bereid is om zelf te sturen in plaats van de toekomst van onze energievoorziening alleen aan de markt over te laten. Het vergt de bereidheid om samen te werken en langdurig vast te houden aan een uitgestippelde route om zekerheid te creëren en innovaties en investeringen te stimuleren. Als we die bereidheid hebben zijn we tot grootse dingen in staat. We kunnen 's werelds grootste elektrolyzer (1GW) voor groene waterstof bouwen op de Maasvlakte, Tata Steel kan de eerste schone staalfabriek ter wereld worden, we kunnen energie-eilanden op de Noordzee aanleggen wat de Noordzee de groene energie-hub van Noordwest-Europa maakt.",4,1,2,3,1,1,1
159,pvda,2021,"Een land waarin duurzaamheid bereikbaar en betaalbaar is voor iedereen. En waarin mensen zich veilig en gehoord voelen. Daarvoor is scherp zicht op de dieperliggende problemen nodig. Zekerheden uit het recente verleden zijn plotseling bron van zorg. Het schrille contrast tussen publieke armoede en private rijkdom voedt de frustratie van velen tegenover de elites van het financiële kapitalisme die zichzelf bedienden in plaats van het gemeenschappelijk belang te dienen. En voor iedereen doemt daarachter de dreiging op van de opwarming van de aarde, die begrensd moet worden om een goed verzorgde erfenis over te dragen aan onze kinderen.",2,4,1,1,2,3,3
160,pvda,2021,Handelsverdragen voldoen minstens aan de Parijse klimaatdoelen en de Duurzame Ontwikkelingsdoelstellingen van de Verenigde Naties (SDGs).,1,2,2,1,1,1,1
161,pvda,2021,"We investeren in regionaal erfgoed, en houden rekening met erfgoed bij de bouw van woningen, de aanleg van wegen of als we investeren in schone energie.",1,1,1,1,2,1,1
162,pvda,2021,China is een partner als het gaat om multilaterale afspraken op het gebied van handel en klimaat.,1,1,1,1,1,1,1
163,pvda,2021,"Problemen van vandaag kunnen we vaak oplossen met technologie van morgen. Willen we echte vooruitgang met technologie bereiken, dan kunnen we dit niet overlaten aan de markt. De overheid investeert zelf in baanbrekend fundamenteel onderzoek. Die investeringen richten we op watermanagement, voedselzekerheid, schone energie, zorg en kunstmatige intelligentie.",2,1,2,1,2,1,1
164,pvda,2021,"Nederland is een prachtig land. Een land van water en van groen. We willen dit land in al zijn pracht doorgeven aan onze kinderen. Zij verdienen een leefbare planeet die niet bedreigd wordt door het opwarmen van de aarde. Wanneer wij weer durven investeren en daarmee zelf richting geven aan een eerlijke, fatsoenlijke en duurzame economie, dan zijn de mogelijkheden van dit land grenzeloos. Dit land van uitvinders, ondernemers en harde werkers. Dan kan Nederland koploper worden op het gebied van duurzame technologie en duurzame bedrijven. We geven dan een schone en leefbare planeet door, en zorgen voor nieuwe banen.",3,4,1,1,2,1,1
165,pvda,2021,"Daarom is het aan de overheid de markt via wet- en regelgeving op te leggen dat maatschappelijke doelstellingen worden gegarandeerd. Daar hebben we een breed palet aan instrumenten voor, van financiële prikkels (onder meer belastingen, heffingen en subsidies), tot vergunningen en emissie-eisen, of quota, standaardisatie en regels als minimumloon enz.",3,2,1,1,2,1,1
166,pvdd,2010,Er komt een Europees noodfonds voor humanitaire rampen als gevolg van klimaatverandering.,1,2,1,1,2,2,1
167,pvdd,2010,"De veehouderij is een van de grootste veroorzakers van de opwarming van de aarde. Wereldwijd stoot de veehouderij 18% van de broeikasgassen uit. Dat is 40% meer dan alle verkeer en vervoer samen (13%). Een krimp van de veestapel en een afname van de consumptie van dierlijke eiwitten is alleen al om milieuredenen noodzakelijk. Ter illustratie: als iedereen in Nederland één dag per week geen vlees eet, levert dat een besparing op die gelijk staat aan het van de weg halen van één miljoen auto's.",1,1,4,1,3,2,1
168,pvdd,2010,"Er komt een klimaatfonds van 0,25% van het BNP voor klimaatmaatregelen in ontwikkelingslanden. Dit bedrag komt bovenop de ongeveer 0,8% van het BNP voor ontwikkelingssamenwerking.",2,4,1,1,1,1,1
169,pvdd,2010,"Het subsidiebeleid op duurzame energie wordt herzien, er komt een stabiel en betrouwbaar systeem gericht op het vergroten van de productie van decentrale duurzame energie, met een feed-in tarief voor duurzame energie, zoals in Duitsland ook toegepast wordt.",3,1,1,1,2,1,1
170,pvdd,2010,De Nederlandse energievoorziening moet per 2050 klimaatneutraal zijn. Deze doelstelling en de globale route er naar toe moeten niet elke paar jaar ter discussie staan.,1,1,2,1,1,2,1
171,pvdd,2012,De belastingvrijstelling voor bestelauto's en taxi's blijft alleen gelden voor auto's met een lage CO2-uitstoot.,1,1,1,1,2,1,1
172,pvdd,2012,"De wijze waarop Nederlanders en andere Europeanen consumeren en produceren heeft een directe invloed op het leven van mensen in andere landen. Al het Nederlandse en Europese beleid moet daarom worden beoordeeld op de gevolgen voor mensen elders in de wereld. De aarde biedt genoeg voor ieders behoefte, maar niet voor ieders hebzucht. Ons handelen mag de problemen elders in de wereld niet vergroten. Mededogen en duurzaamheid moeten richtinggevend zijn in het buitenlandbeleid.",1,5,1,1,2,1,1
173,pvdd,2012,"De prioriteit wordt gelegd bij schoon drinkwater en hygiëne, goede (preventieve) gezondheidszorg, toegang tot essentiële medicijnen en anticonceptie, onderwijs, schone energie en het ondersteunen van emancipatiebewegingen. Op deze wijze wordt bijgedragen aan het remmen van de bevolkingsgroei en krijgen democratiseringsprocessen een kans.",1,2,1,1,3,1,1
174,pvdd,2012,"De belastingkortingen voor producenten en (groot-) verbruikers van fossiele energie worden afgeschaft. De bestaande milieubelastingen worden verhoogd, de belastingen die recent zijn afgeschaft zoals de verpakkingenbelasting worden weer ingevoerd. Er komt een heffing op het bebouwen van eerder onbebouwde grond. De hoogte van die heffing wordt bepaald door de maatschappelijke waarde van de verloren open ruimte. De landbouwvrijstelling wordt afgeschaft, behalve voor biologische bedrijven. Er komt een CO2-belasting op producten en diensten. De energiebelasting wordt gedifferentieerd: kolenstroom wordt duurder dan gas, groene stroom wordt minder belast. De accijnsvrijstelling voor rode diesel, LPG en kerosine wordt in zijn geheel afgeschaft.",5,1,1,1,2,1,1
175,pvdd,2012,"Een duurzame en gezonde samenleving begint op school. Er komt dieren-, natuur- en milieuonderwijs voor leerlingen op basis- en middelbare scholen waar ze leren als verantwoordelijke burgers om te gaan met de aarde en al haar bewoners.",1,3,1,1,2,1,1
176,pvdd,2012,"Er komt een groene investeringsbank, in handen van de overheid, om de transitie naar een duurzame economie in samenwerking met private groene banken te bewerkstelligen.",4,1,1,1,2,1,1
177,pvdd,2017,De energiemarkt wordt drastisch hervormd; er wordt paal en perk gesteld aan de nadelige effecten van de te ver doorgevoerde liberalisering. Energiebedrijven worden verplicht om een jaarlijks oplopend percentage aan duurzaam opgewekte stroom te leveren. We stellen een maximum aan de uitstoot van broeikasgassen door nieuwe én bestaande energiecentrales. Dat maximum wordt periodiek omlaag bijgesteld.,2,1,1,1,2,2,1
178,pvdd,2017,"Het onverantwoorde gedrag van veel banken, gekenmerkt door winstbejag, torenhoge bonussen en investeringen in onduurzame industrieën, heeft de wereld in een diepe crisis gestort.",2,4,1,1,2,3,1
179,pvdd,2017,"We kunnen onze tijd, energie en creativiteit aanwenden om al onze activiteiten en producten te vergroenen, met slimme innovaties ten dienste van duurzaamheid.",2,1,1,1,2,1,1
180,pvdd,2017,"Als we belastingen gaan heffen op grondstoffen en onduurzame producten, kan de belasting op arbeid fors omlaag. Hierdoor is het voor bedrijven eenvoudiger om mensen in dienst te nemen.",5,1,1,1,1,1,1
181,pvdd,2017,Vanaf 2018 bouwen we alle gebouwen tenminste energieneutraal: zij produceren minstens zo veel energie als ze verbruiken. Ook bestaande gebouwen en woonhuizen worden in hoog tempo energieneutraal gemaakt. Vanaf 2025 brengt de nieuwe bebouwde wijk meer energie op dan verbruikt wordt. Nieuwe wijken worden gasvrij.,1,1,2,1,1,1,1
182,pvdd,2017,"Gasgebruik wordt duurder, zodat besparen op gas gaat lonen. De gaswinning in Groningen wordt zo snel mogelijk gestaakt. We bouwen zo snel mogelijk af naar een maximale winning van 12 miljard kuub per jaar. Er wordt in geen geval meer gewonnen dan 21 miljard kuub per jaar. Gasleveringscontracten aan het buitenland worden waar mogelijk opgezegd. De binnenlandse vraag naar gas daalt door betere isolatie van huizen en gebouwen, en door alternatieve manieren van verwarming.",2,1,2,3,1,3,1
183,pvdd,2017,"Mensen- en dierenrechten, natuur en duurzaamheid gaan voor economische kortetermijnbelangen. De Partij voor de Dieren is tegen vrijhandelsakkoorden zoals CETA en TTIP, omdat deze deals de democratie ondermijnen en grote negatieve gevolgen hebben voor mens, milieu, dierenwelzijn en volksgezondheid.",2,4,1,1,3,1,3
184,pvdd,2017,"We maken ons allemaal zorgen over het grote aantal conflicten in de wereld. Miljoenen mensen vluchten van huis en haard. De conflicten worden veelal verergerd door water- en voedseltekorten en klimaatverandering. We kunnen onze wereld veiliger en vreedzamer maken als we durven te kijken naar ons eigen aandeel in het ontstaan van die conflicten. Zoals onze verspilling van hulpbronnen; fossiele brandstoffen, zoet water, fosfaat. Maar ook onze agressieve exportstrategie ten koste van lokale economieën in arme landen, en onze wapenindustrie die conflicten verergert.",2,4,1,3,2,1,1
185,pvdd,2017,"Ze publiceren jaarlijks een winst- en verliesrekening voor mensen, dieren, natuur, milieu en klimaat.",1,1,1,1,2,1,1
186,pvdd,2017,"De energiebelasting wordt gedifferentieerd: kolenstroom wordt duurder dan gas, groene stroom wordt minder belast. Zelf opgewekte groene stroom blijft onbelast.",4,1,1,1,2,1,1
187,pvdd,2021,Pensioenfondsen trekken zich zo snel mogelijk volledig terug uit de bio-industrie en fossiele industrie. Met dat doel maken ze een desinvesteringsplan om hun investeringen in deze sectoren uiterlijk in 2030 volledig van de hand te hebben gedaan.,2,1,1,1,2,2,1
188,pvdd,2021,"Het gebruik van de bodem wordt gebaseerd op de grondsoort en het natuurlijke waterpeil (functie volgt bodem en peil), in plaats van andersom. Zo zal in veenweidegebieden, bij een natuurlijk grondwaterpeil dat veel hoger ligt, overgeschakeld moeten worden naar natte teelten, of worden weilanden teruggegeven aan de natuur. Dit is essentieel tegen bodemdaling.",1,1,2,1,3,1,1
189,pvdd,2021,"De Partij voor de Dieren staat voor een duurzame samenleving binnen de draagkracht van de Aarde. Alle mooie beloften van traditionele politieke partijen ten spijt, halen we in dit tempo de doelen uit het Klimaatakkoord van Parijs niet. Het huidige klimaatbeleid is het resultaat van polderen tussen de belangen van onze planeet en de belangen van de fossiele industrie. Door het gepolder dreigen overstromingen, met alle gevolgen van dien. De Partij voor de Dieren is de enige politieke partij die een compromisloos klimaatbeleid aanjaagt. De transitie die nodig is om de klimaatcrisis te beteugelen, heeft grote invloed op alle facetten van de samenleving. Er liggen geweldige kansen om prettiger te wonen, ons vervoer te verbeteren, schone energie op te wekken en gezonder voedsel te produceren zonder grote belasting van de omgeving. De transitie naar een klimaatneutrale samenleving levert op grote schaal nieuwe, groene werkgelegenheid op, bijvoorbeeld in het (technisch) onderwijs, de bouw en in de energiesector. Ze kan alleen slagen als iedereen mee kan doen. Als de lasten eerlijk verdeeld worden. De grootste vervuilers zullen hun werkelijke aandeel in de door hen veroorzaakte problemen moeten gaan betalen.",3,4,2,1,3,3,4
190,pvdd,2021,"Een drastische herziening van onze relatie met dieren is ook in het belang van mensen zelf. Voor veel van de grote mondiale problemen, zoals klimaatverandering, biodiversiteitsverlies en uitputting van de bodem, geldt dat de veehouderij een van de grootste veroorzakers is. De coronacrisis heeft bovendien laten zien dat onze gezondheid direct gevaar loopt als we dieren blijven zien als dingen die we kunnenvangen of fokken en doden. Corona is een zoönose, een ziekte die is overgeslagen van dier op mens. Wetenschappers waarschuwen dat 75% van alle nieuwe infectieziekten die de gezondheid van de mens bedreigt, een zoönose is en dat die steeds vaker zullen voorkomen als we zoveel dieren blijven fokken en doden in de veehouderij, als we blijven handelen in wilde dieren en we natuur en klimaat onder druk blijven zetten.",1,2,4,1,5,3,1
191,pvdd,2021,Dat hebben we gezien toen de rechter oordeelde dat Nederland de klimaatdoelen voor 2020 moest halen (Urgenda-zaak).,1,2,2,1,1,2,1
192,pvdd,2021,Werknemers krijgen meer vrijheid en flexibiliteit om keuzes te maken in hun pensioenopbouw. Zo kunnen ze bijvoorbeeld hun pensioen onderbrengen bij een groen investeringsfonds als dat bij hun huidige pensioenfonds niet mogelijk is.,2,1,1,1,1,1,1
193,pvdd,2021,"Energiebedrijven worden verplicht om minimaal een bepaald percentage aan duurzaam in Nederland opgewekte stroom te leveren. Dit percentage wordt jaarlijks verhoogd. We stellen een maximum aan de uitstoot van broeikasgassen door nieuwe én bestaande energiecentrales. Dat maximum wordt periodiek omlaag bijgesteld. De PostCodeRoosregeling, de regeling die 15 jaar lang vrijstelling geeft van energiebelasting over de zonne- of windenergie die de deelnemers in een project gezamenlijk opwekken, wordt uitgebreid. Zo kunnen meer mensen gebruik maken van duurzame elektriciteit. Duurzame energie krijgt voorrang op het energienetwerk, met 'slimme energienetten' (smart grids), die gevoed worden door kleinschalige en decentraal opgewekte groene energie. De privacy van gebruikers en leveranciers mag daarbij niet in de klem komen. Er komen (fiscaal) goede regelingen voor het opwekken en opslaan van energie op wijkniveau. Hierdoor kunnen hele wijken samen energie opwekken en delen. Zelf opgewekte elektriciteit en warmte moet terug kunnen worden geleverd aan het net, belastingvrij. Coöperatief eigendom van gebruikers van bronnen en warmtenetten wordt gestimuleerd.",3,1,1,1,2,1,1
194,pvdd,2021,"We laten daken niet langer onbenut. Zonnepanelen op gebouwen worden de norm. Alle nieuwbouwwoningen worden voorzien van zonnepanelen en/of een groen dak en bij nieuwbouw wordt een eigen regenwateropslag verplicht, zoals in België al het geval is.",1,1,1,1,2,1,1
195,pvdd,2021,Er komt een forse CO2-belasting die gaat gelden voor alle vervuilende sectoren. De lucht- en scheepvaart verliezen hun uitzonderingspositie.,2,1,1,1,2,1,1
196,pvdd,2021,"Steeds meer delen van Nederland verdrogen door klimaatverandering en een kunstmatig laag gehouden waterpeil. Het grondwaterpeil wordt voor de landbouw op veel gebieden met opzet laag gehouden, zodat steeds zwaardere landbouwvoertuigen de velden op kunnen. Dat heeft weer tot gevolg dat de grond wordt samengedrukt en zo compact wordt, dat ze slecht water vasthoudt. Hierdoor verdroogt en verschraalt de natuur, komen natuurbranden steeds vaker voor, gaat de biodiversiteit nog verder achteruit, worden dijken kwetsbaar door scheuren en inklinking, verzakken huizen en neemt de leef- en waterkwaliteit in sloten nog meer af. Daarnaast is de landbouwsector grootverbruiker van grondwater, oppervlaktewater én leidingwater voor landbouwberegening. Door het veel te lage grondwaterpeil, de lange periodes van droogte en de oneerlijke verdeling van water, komen dieren en de natuur ernstig in de knel. Door veenoxidatie komt er jaarlijks steeds meer CO2 vrij uit veengronden (vergelijkbaar met de uitstoot van 2 miljoen auto's) en verzakken huizen in de omgeving.",1,1,2,1,5,2,1
197,pvdd,2021,De overdrachtsbelasting wordt (deels) teruggestort als kopers binnen een jaar hun huis energieneutraal hebben gemaakt.,4,1,1,1,2,1,1
198,pvdd,2021,"De Partij voor de Dieren wil dat bij de verdeling van water de prioriteit ligt bij maximale bescherming en behoud van natuur. Ook een daadkrachtig klimaatbeleid is een belangrijke voorwaarde om droogte te voorkomen. Door middel van een natuurlijk waterpeil en een eerlijke verdeling maken we de waterhuishouding weer gezond. Dit is goed voor de soortenrijkdom en het kan de redding betekenen voor weidevogels, die nu mede vanwege lange periodes van droogte sterven door voedselgebrek. Grondwaterstanden worden niet langer kunstmatig verlaagd ten gunste van de landbouw. Zo krijgen natuurgebieden die gevoelig zijn voor verdroging de kans om te herstellen. Veengronden worden weer vernat en kunnen dienen als klimaatbuffer.",1,2,1,1,5,2,2
199,pvdd,2021,In 2030 is het gebruik van grondstoffen gehalveerd en worden alle grondstoffen hergebruikt. Er komt een Grondstoffenwet met bindende verplichtingen. Door een prijsdifferentiatie bij grondstoffen worden gerecyclede grondstoffen goedkoper dan grondstoffen die voor het eerst gewonnen zijn. Er komt een verbod op wegwerpplastic.,3,1,2,1,2,1,1
200,pvdd,2021,"In Plan B gaat de vervuiler betalen, of dat nu de luchtvaart, de agrarische sector, het verkeer of de industrie is. Beloften voor onze toekomst, zoals preventieve zorg en duurzaam voedsel, krijgen voorrang. Belasting op arbeid wordt sterk verminderd, gebruik van schaarse grondstoffen wordt duurder. Er komen meer banen, omdat arbeid goedkoper wordt en we investeren in de groene economie.",5,2,1,1,2,1,1
201,pvdd,2021,"Nu hittegolven steeds vaker voorkomen en langer duren, is groen in de stad extra belangrijk om voor verkoeling te zorgen. Tijdens regenbuien helpt datzelfde groen om wateroverlast te voorkomen.",1,1,2,1,4,2,1
202,pvdd,2021,"Alle nieuwbouw wordt gasvrij, minstens energieneutraal, en zo mogelijk energiepositief. Zo compenseren we voor oude woningen die niet (voor 2030) energieneutraal gemaakt kunnen worden.",1,1,1,1,1,1,1
203,pvdd,2021,"Daarmee lossen we ook alle (milieu)problemen die wel gepaard gaan met veehouderij, maar niet met de teelt van plantaardige eiwitten - zoals de stikstofcrisis - in één klap op.",1,1,1,1,3,2,1
204,pvdd,2021,"De luchtvaart krijgt een omvang die past binnen de grenzen van klimaat, leefomgeving en veiligheid. Nederland kiest voor de noodzakelijke krimp van de luchtvaart. Dat betekent dat het aantal vliegbewegingen wordt verlaagd naar maximaal 300.000 per jaar in 2030.",1,1,1,1,2,1,1
205,pvdd,2021,In Nederland staat grote druk op het landschap. Er is dringend meer ruimte nodig voor de natuur. Ook klimaatmaatregelen vergen ruimte.,1,1,1,1,2,2,1
206,pvdd,2023,"De wereld staat op een kantelpunt en dat merk je. Overal ter wereld gaan mensen van alle leeftijden en achtergronden de straat op om actie te eisen om onze Aarde leefbaar te houden, grote vervuilers aan te pakken en onze gezondheid te beschermen. Steeds meer mensen laten zich horen tegen onrecht: onrecht tegen mensen die het al moeilijk hebben en onrecht tegen miljarden dieren. Demonstreren heeft de maatschappij veel gebracht en we hebben er een groot deel van onze verworvenheden aan te danken. Het demonstratierecht is daarom ook een groot goed dat we moeten koesteren.",1,4,1,1,2,3,1
207,pvdd,2023,We planten massaal inheemse en klimaatbestendige bomen en bossen in eigen land en kennen deze een beschermde status toe.,1,1,1,1,2,1,1
208,pvdd,2023,"Europese fossiele subsidies voor luchtvaart, scheepvaart en industrie worden afgeschaft via een hervorming van de Energiebelastingrichtlijn.",2,1,1,1,1,1,1
209,pvdd,2023,De langetermijnbudgetten van de EU staan in dienst van het bestrijden van de klimaat- en biodiversiteitscrisis en de transitie naar een economie die de maatschappelijke waarde maximaliseert in plaats van de Aarde uitput. Het begrotingskader van de EU wordt daarop aangepast. Het huidige kader is volstrekt achterhaald voor de uitdagingen van vandaag.,2,1,1,1,3,3,1
210,pvdd,2023,"Klassieke bouwmaterialen zoals beton en staal hebben een grote CO2-voetafdruk. In de bouwwereld is de afgelopen jaren echter hard gewerkt aan recycling, aan innovaties en technieken die minder energie gebruiken, en aan materialen die makkelijk te hergebruiken zijn. We gaan volop inzetten op bio-based bouwen. Dat is bouwen met zo veel mogelijk natuurlijke en hernieuwbare grondstoffen zoals hout, vlas en bamboe. Hierdoor kunnen gebouwen zelfs CO2 gaan opslaan.",2,1,2,1,3,1,1
211,pvdd,2023,"Er komt een eerlijk deel van het klimaatbudget beschikbaar voor Bonaire, Saba en Statia (Sint Eustatius) voor de omschakeling naar een duurzame economie en energievoorziening en voor aanpassing aan het snel veranderende klimaat. Bijzondere aandacht is er voor de bescherming van de koraalriffen, omdat het bijzondere natuur betreft, maar ook omdat het belangrijk is als natuurlijke kustbescherming. Het Rijk stelt hierbij ook expertise beschikbaar voor bijvoorbeeld waterbeheer.",2,3,1,1,3,2,1
212,pvdd,2023,"In het belang van onze eigen gezondheid zetten we alles op alles om de opwarming van de Aarde te beperken tot maximaal 1,5 graad Celsius, en stoppen we de verwoesting van de natuur.",1,1,2,1,4,3,1
213,pvdd,2023,"De klimaat- en milieu-impact van de zorg is aanzienlijk. Zo komt 7% van de CO2-uitstoot in Nederland van de zorg, ontstaat er heel veel afval en wordt het water vervuild met medicijnresten. In het veld wordt het belang van het vergroenen van de zorg breed gedragen. Initiatieven zoals onder andere de Green Teams, de Groene Zorg Alliantie en het landelijk netwerk de Groene OK, hebben de afgelopen tijd de kar getrokken als het gaat om het verduurzamen van hun tak van sport. De afspraken in de Green Deal Duurzame Zorg worden ambitieuzer en juridisch afdwingbaar. Heruitgifte van medicijnen moet mogelijk worden gemaakt, om zo verspilling te voorkomen. Heruitgifte van hulpmiddelen moet worden gestimuleerd. Dit doen we om verspilling te voorkomen.",1,1,2,1,3,1,1
214,pvdd,2023,"De verandering van het klimaat en de biodiversiteitscrisis brengen de wereld uit balans. Zoönosen en de snelle verspreiding ervan behoren tot de vele symptomen. Door het veranderende klimaat verspreiden exotische ziektes zich ook via bijvoorbeeld insecten sneller over de wereld. In het belang van onze eigen gezondheid zetten we alles op alles om de opwarming van de Aarde te beperken tot maximaal 1,5 graad Celsius, en stoppen we de verwoesting van de natuur.",1,1,3,1,4,2,1
215,pvdd,2023,"Er komen Europese burgerraden voor klimaat-, dierenwelzijns- en voedselbeleid, ondersteund door een wetenschappelijke raad. De burgerraden worden een officieel aanvullend raadplegingsinstrument dat de Commissie (en op termijn het Europees Parlement) meteen kan activeren.",1,1,2,1,1,1,1
